1
100 10000 10000
31 8 533 468
64 62 297 704
76 47 688 313
48 49 580 421
84 51 138 863
75 22 245 756
46 31 450 551
65 25 601 400
79 4 141 860
72 63 346 655
98 40 813 188
9 35 954 47
54 68 376 625
52 36 817 184
9 35 772 229
9 35 310 691
14 77 511 490
5 95 980 21
38 70 75 926
12 3 332 669
13 59 477 524
32 11 907 94
63 48 133 868
58 2 381 620
27 79 119 882
54 68 770 231
30 28 549 452
61 74 132 869
38 70 921 80
53 27 66 935
94 32 919 82
25 89 987 14
17 87 129 872
69 98 624 377
65 25 782 219
90 46 20 981
37 12 140 861
84 51 597 404
73 66 213 788
32 11 644 357
44 73 613 388
99 33 382 619
60 88 483 518
9 35 939 62
67 55 134 867
82 56 993 8
30 28 93 908
45 17 881 120
87 86 267 734
68 75 861 140
71 9 720 281
33 85 105 896
6 72 942 59
85 43 162 839
52 36 905 96
43 93 576 425
23 45 882 119
3 61 423 578
94 32 165 836
75 22 901 100
2 6 83 918
93 84 700 301
80 41 465 536
77 67 39 962
61 74 800 201
24 7 125 876
78 44 486 515
63 48 966 35
21 19 736 265
1 53 899 102
31 8 857 144
18 60 874 127
88 38 453 548
26 21 381 620
57 20 314 687
44 73 409 592
11 80 548 453
19 39 376 625
81 65 507 494
72 63 215 786
66 90 775 226
66 90 298 703
34 97 892 109
97 81 119 882
91 57 970 31
7 18 455 546
97 81 377 624
7 18 560 441
82 56 131 870
89 78 796 205
89 78 788 213
26 21 15 986
80 41 299 702
13 59 527 474
17 87 14 987
93 84 967 34
40 91 894 107
57 20 364 637
70 34 475 526
39 30 460 541
7 18 593 408
77 67 477 524
10 83 791 210
65 25 982 19
80 41 152 849
72 63 683 318
47 69 735 266
76 47 519 482
38 70 619 382
32 11 536 465
71 9 418 583
58 2 19 982
22 50 960 41
60 88 517 484
54 68 48 953
37 12 631 370
22 50 615 386
34 97 527 474
48 49 810 191
82 56 690 311
47 69 364 637
30 28 800 201
33 85 285 716
65 25 534 467
11 80 197 804
88 38 911 90
99 33 636 365
54 68 476 525
50 16 212 789
56 52 261 740
52 36 315 686
72 63 504 497
71 9 140 861
44 73 171 830
57 20 151 850
51 10 862 139
94 32 85 916
63 48 686 315
81 65 96 905
34 97 664 337
99 33 389 612
68 75 40 961
21 19 123 878
70 34 511 490
23 45 370 631
65 25 222 779
97 81 456 545
68 75 409 592
40 91 203 798
23 45 151 850
98 40 966 35
68 75 616 385
74 94 9 992
53 27 872 129
12 3 917 84
18 60 222 779
63 48 481 520
79 4 233 768
36 96 556 445
21 19 37 964
6 72 152 849
10 83 837 164
80 41 222 779
70 34 497 504
26 21 291 710
28 58 471 530
55 76 361 640
55 76 239 762
28 58 985 16
24 7 666 335
84 51 549 452
35 92 767 234
77 67 727 274
65 25 212 789
52 36 870 131
68 75 9 992
92 24 909 92
6 72 441 560
84 51 372 629
8 23 370 631
88 38 337 664
74 94 211 790
79 4 581 420
46 31 430 571
52 36 142 859
96 26 120 881
81 65 611 390
98 40 443 558
30 28 479 522
88 38 440 561
82 56 635 366
3 61 472 529
29 15 514 487
29 15 495 506
86 42 836 165
56 52 198 803
94 32 397 604
63 48 749 252
80 41 37 964
98 40 320 681
65 25 983 18
72 63 637 364
17 87 459 542
31 8 686 315
48 49 655 346
33 85 141 860
58 2 153 848
37 12 450 551
20 64 757 244
27 79 985 16
60 88 589 412
54 68 489 512
68 75 119 882
16 14 594 407
6 72 182 819
32 11 432 569
89 78 516 485
76 47 147 854
9 35 705 296
3 61 709 292
39 30 441 560
60 88 451 550
55 76 237 764
65 25 773 228
87 86 529 472
50 16 528 473
62 5 673 328
61 74 4 997
39 30 861 140
51 10 419 582
68 75 511 490
32 11 644 357
76 47 784 217
43 93 488 513
21 19 725 276
56 52 34 967
99 33 267 734
72 63 300 701
81 65 840 161
64 62 755 246
92 24 8 993
30 28 553 448
55 76 876 125
36 96 965 36
31 8 877 124
41 99 924 77
45 17 210 791
70 34 452 549
38 70 549 452
80 41 188 813
96 26 142 859
8 23 477 524
28 58 544 457
15 71 952 49
80 41 815 186
78 44 226 775
48 49 475 526
82 56 847 154
22 50 56 945
61 74 834 167
19 39 921 80
84 51 253 748
21 19 864 137
17 87 89 912
90 46 610 391
64 62 197 804
24 7 904 97
50 16 976 25
34 97 852 149
47 69 977 24
3 61 736 265
48 49 363 638
82 56 918 83
15 71 514 487
14 77 239 762
93 84 920 81
69 98 430 571
77 67 491 510
37 12 129 872
17 87 687 314
26 21 560 441
64 62 25 976
52 36 261 740
30 28 639 362
7 18 944 57
49 37 989 12
18 60 543 458
29 15 884 117
26 21 779 222
90 46 450 551
40 91 997 4
53 27 605 396
9 35 444 557
98 40 106 895
68 75 736 265
84 51 441 560
18 60 247 754
91 57 235 766
90 46 374 627
52 36 895 106
64 62 197 804
37 12 683 318
2 6 564 437
15 71 266 735
35 92 125 876
1 53 135 866
37 12 45 956
1 53 443 558
68 75 623 378
5 95 258 743
39 30 817 184
78 44 943 58
95 82 885 116
5 95 245 756
6 72 464 537
34 97 490 511
86 42 618 383
98 40 895 106
89 78 561 440
60 88 352 649
97 81 534 467
16 14 248 753
16 14 699 302
80 41 392 609
91 57 182 819
26 21 226 775
47 69 970 31
22 50 166 835
60 88 350 651
15 71 909 92
80 41 993 8
30 28 939 62
62 5 819 182
95 82 538 463
67 55 888 113
23 45 536 465
42 100 798 203
19 39 392 609
10 83 675 326
84 51 955 46
5 95 690 311
93 84 509 492
82 56 667 334
69 98 591 410
18 60 22 979
6 72 566 435
32 11 156 845
25 89 949 52
2 6 376 625
54 68 769 232
4 13 75 926
78 44 847 154
23 45 744 257
90 46 891 110
30 28 212 789
39 30 32 969
59 54 75 926
34 97 726 275
47 69 681 320
21 19 5 996
92 24 851 150
70 34 469 532
82 56 944 57
2 6 156 845
58 2 155 846
74 94 317 684
2 6 902 99
77 67 593 408
22 50 481 520
45 17 389 612
57 20 932 69
98 40 750 251
13 59 908 93
6 72 635 366
23 45 348 653
74 94 944 57
8 23 29 972
57 20 585 416
30 28 65 936
41 99 926 75
85 43 599 402
19 39 351 650
45 17 458 543
12 3 530 471
82 56 824 177
42 100 395 606
10 83 59 942
8 23 302 699
86 42 375 626
30 28 856 145
74 94 129 872
52 36 5 996
10 83 194 807
36 96 180 821
13 59 907 94
8 23 150 851
8 23 972 29
6 72 623 378
92 24 378 623
85 43 592 409
93 84 696 305
68 75 287 714
16 14 860 141
1 53 159 842
95 82 434 567
93 84 447 554
70 34 621 380
62 5 492 509
67 55 717 284
9 35 326 675
70 34 728 273
4 13 918 83
18 60 519 482
46 31 474 527
91 57 603 398
30 28 773 228
65 25 197 804
28 58 231 770
69 98 322 679
64 62 385 616
91 57 715 286
7 18 527 474
78 44 182 819
89 78 293 708
72 63 51 950
53 27 159 842
91 57 347 654
72 63 557 444
36 96 546 455
41 99 436 565
26 21 284 717
50 16 266 735
47 69 319 682
20 64 885 116
6 72 360 641
27 79 258 743
18 60 329 672
69 98 636 365
24 7 425 576
52 36 186 815
63 48 49 952
9 35 760 241
55 76 696 305
32 11 70 931
41 99 525 476
71 9 858 143
53 27 662 339
97 81 841 160
63 48 726 275
90 46 3 998
70 34 402 599
27 79 228 773
25 89 426 575
9 35 389 612
9 35 527 474
38 70 374 627
57 20 196 805
29 15 755 246
58 2 905 96
24 7 502 499
7 18 283 718
14 77 194 807
68 75 53 948
81 65 677 324
86 42 957 44
61 74 549 452
6 72 85 916
86 42 361 640
37 12 974 27
27 79 811 190
83 29 348 653
4 13 849 152
11 80 942 59
83 29 190 811
49 37 18 983
45 17 34 967
88 38 201 800
74 94 191 810
36 96 69 932
83 29 444 557
83 29 582 419
59 54 358 643
18 60 411 590
16 14 119 882
19 39 620 381
54 68 282 719
92 24 215 786
46 31 355 646
84 51 326 675
15 71 419 582
2 6 195 806
97 81 56 945
4 13 739 262
59 54 356 645
70 34 425 576
93 84 55 946
6 72 655 346
98 40 474 527
38 70 78 923
36 96 19 982
53 27 450 551
75 22 328 673
41 99 1000 1
12 3 968 33
93 84 471 530
64 62 65 936
28 58 644 357
62 5 376 625
74 94 180 821
63 48 739 262
74 94 796 205
17 87 177 824
71 9 247 754
15 71 825 176
32 11 132 869
60 88 436 565
51 10 62 939
87 86 167 834
22 50 308 693
62 5 865 136
99 33 722 279
86 42 716 285
47 69 95 906
69 98 878 123
81 65 409 592
45 17 107 894
54 68 648 353
59 54 296 705
56 52 554 447
35 92 371 630
40 91 104 897
7 18 859 142
77 67 791 210
43 93 626 375
4 13 371 630
40 91 716 285
42 100 345 656
30 28 547 454
71 9 656 345
5 95 623 378
11 80 1000 1
8 23 951 50
25 89 76 925
86 42 368 633
26 21 37 964
26 21 675 326
68 75 460 541
89 78 600 401
53 27 913 88
91 57 199 802
59 54 871 130
47 69 371 630
87 86 282 719
42 100 287 714
94 32 151 850
85 43 903 98
95 82 853 148
85 43 252 749
88 38 575 426
66 90 986 15
83 29 547 454
24 7 792 209
25 89 697 304
26 21 531 470
5 95 45 956
74 94 622 379
10 83 659 342
63 48 288 713
83 29 632 369
12 3 895 106
51 10 144 857
29 15 861 140
87 86 830 171
31 8 14 987
95 82 694 307
62 5 26 975
20 64 158 843
65 25 180 821
13 59 468 533
26 21 300 701
9 35 720 281
59 54 943 58
80 41 763 238
28 58 260 741
65 25 895 106
1 53 703 298
44 73 722 279
16 14 70 931
63 48 259 742
10 83 135 866
80 41 452 549
15 71 204 797
71 9 946 55
41 99 354 647
2 6 315 686
95 82 530 471
77 67 949 52
66 90 431 570
15 71 99 902
13 59 847 154
10 83 440 561
10 83 551 450
48 49 106 895
52 36 136 865
82 56 430 571
17 87 870 131
2 6 850 151
88 38 410 591
22 50 943 58
84 51 153 848
28 58 575 426
21 19 126 875
3 61 62 939
32 11 802 199
97 81 224 777
44 73 220 781
50 16 645 356
62 5 321 680
52 36 318 683
52 36 625 376
59 54 513 488
82 56 182 819
47 69 737 264
81 65 993 8
55 76 671 330
35 92 302 699
58 2 217 784
65 25 28 973
49 37 452 549
67 55 474 527
64 62 478 523
84 51 999 2
86 42 292 709
14 77 679 322
25 89 128 873
3 61 201 800
7 18 403 598
54 68 355 646
22 50 586 415
79 4 646 355
58 2 25 976
8 23 688 313
50 16 660 341
72 63 139 862
86 42 175 826
83 29 106 895
1 53 394 607
51 10 628 373
15 71 869 132
57 20 1 1000
88 38 610 391
16 14 61 940
23 45 210 791
17 87 943 58
55 76 2 999
34 97 885 116
56 52 351 650
61 74 704 297
15 71 349 652
51 10 373 628
60 88 414 587
40 91 752 249
86 42 344 657
1 53 720 281
34 97 808 193
42 100 836 165
30 28 690 311
74 94 756 245
72 63 115 886
76 47 518 483
50 16 236 765
57 20 297 704
78 44 309 692
36 96 416 585
53 27 244 757
5 95 108 893
30 28 517 484
84 51 788 213
69 98 548 453
42 100 497 504
59 54 669 332
60 88 187 814
41 99 42 959
50 16 319 682
84 51 477 524
54 68 769 232
7 18 579 422
75 22 245 756
34 97 709 292
94 32 672 329
95 82 767 234
20 64 248 753
84 51 997 4
34 97 332 669
3 61 281 720
91 57 406 595
57 20 88 913
50 16 169 832
60 88 145 856
41 99 368 633
55 76 273 728
24 7 599 402
71 9 523 478
29 15 323 678
67 55 729 272
95 82 846 155
37 12 71 930
32 11 72 929
91 57 128 873
77 67 535 466
61 74 915 86
86 42 397 604
86 42 458 543
87 86 220 781
8 23 82 919
31 8 86 915
28 58 655 346
38 70 679 322
34 97 908 93
14 77 4 997
62 5 954 47
34 97 275 726
97 81 365 636
90 46 961 40
79 4 870 131
15 71 546 455
25 89 805 196
29 15 164 837
89 78 450 551
73 66 781 220
16 14 283 718
37 12 444 557
32 11 849 152
59 54 762 239
90 46 528 473
15 71 429 572
71 9 162 839
52 36 349 652
7 18 384 617
15 71 556 445
79 4 895 106
54 68 109 892
39 30 477 524
33 85 306 695
55 76 205 796
85 43 648 353
74 94 637 364
32 11 228 773
13 59 466 535
24 7 437 564
41 99 567 434
99 33 835 166
12 3 910 91
11 80 455 546
51 10 693 308
93 84 517 484
70 34 285 716
29 15 743 258
90 46 675 326
60 88 474 527
59 54 559 442
60 88 882 119
94 32 784 217
38 70 405 596
42 100 839 162
88 38 656 345
52 36 312 689
61 74 8 993
40 91 75 926
29 15 367 634
5 95 63 938
98 40 464 537
25 89 36 965
13 59 665 336
29 15 461 540
8 23 778 223
65 25 247 754
78 44 481 520
14 77 660 341
3 61 373 628
8 23 779 222
11 80 793 208
68 75 36 965
8 23 43 958
25 89 351 650
2 6 814 187
49 37 95 906
2 6 751 250
75 22 115 886
39 30 360 641
65 25 616 385
28 58 18 983
52 36 477 524
94 32 470 531
49 37 430 571
14 77 237 764
28 58 409 592
97 81 268 733
28 58 903 98
81 65 520 481
46 31 617 384
91 57 791 210
88 38 559 442
38 70 267 734
77 67 985 16
65 25 413 588
18 60 421 580
35 92 629 372
58 2 455 546
34 97 410 591
51 10 33 968
95 82 316 685
15 71 335 666
41 99 644 357
26 21 651 350
49 37 193 808
92 24 267 734
36 96 745 256
10 83 197 804
39 30 876 125
11 80 451 550
84 51 218 783
99 33 337 664
63 48 936 65
40 91 459 542
39 30 998 3
91 57 967 34
24 7 568 433
39 30 342 659
83 29 409 592
85 43 160 841
27 79 982 19
47 69 588 413
48 49 731 270
1 53 788 213
3 61 80 921
70 34 436 565
16 14 494 507
64 62 636 365
74 94 916 85
98 40 404 597
76 47 196 805
47 69 1000 1
18 60 141 860
73 66 673 328
88 38 996 5
82 56 902 99
45 17 141 860
40 91 776 225
4 13 633 368
63 48 867 134
81 65 786 215
15 71 218 783
9 35 731 270
71 9 77 924
87 86 251 750
29 15 314 687
86 42 358 643
3 61 296 705
72 63 346 655
43 93 552 449
77 67 885 116
50 16 689 312
98 40 989 12
50 16 47 954
13 59 253 748
75 22 913 88
41 99 470 531
8 23 553 448
38 70 313 688
82 56 172 829
17 87 259 742
38 70 284 717
21 19 244 757
30 28 949 52
81 65 917 84
12 3 194 807
27 79 786 215
74 94 888 113
41 99 98 903
53 27 764 237
51 10 215 786
4 13 881 120
95 82 668 333
43 93 115 886
26 21 690 311
41 99 419 582
63 48 442 559
99 33 998 3
58 2 950 51
98 40 966 35
21 19 183 818
46 31 805 196
65 25 735 266
72 63 598 403
45 17 905 96
8 23 834 167
98 40 739 262
72 63 918 83
41 99 429 572
90 46 602 399
6 72 733 268
20 64 123 878
90 46 133 868
77 67 914 87
58 2 24 977
93 84 33 968
4 13 857 144
75 22 621 380
28 58 93 908
73 66 510 491
60 88 288 713
87 86 591 410
35 92 84 917
64 62 958 43
41 99 393 608
76 47 756 245
37 12 3 998
29 15 343 658
23 45 962 39
6 72 268 733
28 58 465 536
8 23 162 839
37 12 640 361
49 37 390 611
19 39 316 685
77 67 472 529
25 89 397 604
31 8 53 948
13 59 626 375
7 18 188 813
36 96 367 634
67 55 533 468
91 57 201 800
93 84 563 438
44 73 967 34
15 71 352 649
91 57 172 829
7 18 428 573
44 73 927 74
72 63 150 851
17 87 598 403
63 48 148 853
82 56 818 183
76 47 241 760
55 76 366 635
26 21 932 69
68 75 919 82
25 89 541 460
79 4 92 909
60 88 830 171
37 12 937 64
31 8 589 412
10 83 804 197
99 33 983 18
49 37 132 869
57 20 542 459
69 98 632 369
89 78 645 356
95 82 438 563
30 28 616 385
55 76 137 864
74 94 828 173
25 89 900 101
44 73 677 324
88 38 698 303
34 97 723 278
39 30 831 170
47 69 21 980
84 51 534 467
88 38 900 101
66 90 696 305
94 32 613 388
9 35 566 435
5 95 686 315
16 14 985 16
22 50 869 132
76 47 964 37
38 70 154 847
91 57 420 581
86 42 436 565
68 75 788 213
85 43 14 987
79 4 578 423
51 10 222 779
24 7 737 264
17 87 518 483
13 59 367 634
89 78 770 231
67 55 971 30
77 67 424 577
8 23 551 450
75 22 157 844
95 82 627 374
18 60 546 455
10 83 134 867
40 91 556 445
67 55 963 38
54 68 373 628
97 81 788 213
61 74 428 573
88 38 374 627
80 41 553 448
9 35 923 78
18 60 67 934
85 43 601 400
56 52 878 123
16 14 760 241
13 59 106 895
22 50 404 597
85 43 334 667
15 71 729 272
30 28 920 81
89 78 643 358
78 44 77 924
28 58 880 121
92 24 853 148
33 85 768 233
76 47 765 236
58 2 229 772
80 41 272 729
68 75 162 839
12 3 192 809
66 90 907 94
82 56 58 943
77 67 824 177
49 37 834 167
53 27 830 171
75 22 702 299
28 58 62 939
38 70 550 451
64 62 288 713
64 62 449 552
60 88 824 177
94 32 882 119
1 53 490 511
50 16 647 354
50 16 741 260
99 33 225 776
18 60 323 678
33 85 811 190
77 67 447 554
26 21 44 957
63 48 678 323
28 58 523 478
89 78 397 604
70 34 359 642
40 91 332 669
3 61 320 681
99 33 689 312
8 23 387 614
47 69 869 132
93 84 351 650
65 25 396 605
8 23 308 693
69 98 433 568
5 95 396 605
44 73 502 499
64 62 505 496
17 87 754 247
24 7 848 153
66 90 453 548
30 28 454 547
86 42 555 446
9 35 60 941
99 33 234 767
10 83 91 910
83 29 52 949
99 33 768 233
59 54 859 142
9 35 374 627
8 23 701 300
78 44 132 869
59 54 740 261
83 29 498 503
46 31 78 923
10 83 112 889
28 58 166 835
11 80 724 277
85 43 639 362
49 37 387 614
36 96 218 783
41 99 539 462
41 99 430 571
6 72 780 221
34 97 111 890
36 96 263 738
77 67 756 245
47 69 154 847
17 87 247 754
95 82 490 511
72 63 672 329
28 58 421 580
6 72 615 386
68 75 116 885
96 26 384 617
78 44 229 772
92 24 44 957
69 98 38 963
70 34 188 813
49 37 489 512
29 15 231 770
74 94 850 151
31 8 79 922
67 55 932 69
3 61 121 880
59 54 371 630
50 16 377 624
71 9 851 150
45 17 513 488
1 53 719 282
76 47 400 601
1 53 913 88
70 34 112 889
74 94 639 362
69 98 345 656
64 62 831 170
78 44 221 780
16 14 117 884
91 57 542 459
73 66 35 966
79 4 511 490
4 13 183 818
22 50 589 412
14 77 891 110
49 37 893 108
20 64 578 423
63 48 226 775
6 72 412 589
76 47 552 449
11 80 687 314
25 89 654 347
89 78 927 74
91 57 921 80
65 25 916 85
54 68 569 432
79 4 262 739
40 91 705 296
9 35 943 58
83 29 178 823
39 30 277 724
8 23 286 715
90 46 12 989
6 72 424 577
52 36 387 614
55 76 79 922
44 73 448 553
58 2 252 749
73 66 474 527
18 60 960 41
21 19 415 586
78 44 558 443
69 98 714 287
97 81 766 235
59 54 720 281
84 51 885 116
19 39 340 661
18 60 706 295
79 4 363 638
15 71 18 983
38 70 98 903
49 37 644 357
32 11 27 974
21 19 347 654
56 52 531 470
84 51 4 997
7 18 438 563
85 43 552 449
12 3 555 446
64 62 120 881
44 73 863 138
95 82 653 348
18 60 783 218
70 34 144 857
99 33 555 446
28 58 781 220
57 20 327 674
17 87 121 880
12 3 916 85
50 16 677 324
25 89 332 669
57 20 591 410
29 15 567 434
54 68 894 107
62 5 673 328
57 20 734 267
63 48 518 483
40 91 999 2
32 11 158 843
60 88 359 642
38 70 177 824
23 45 52 949
14 77 993 8
98 40 263 738
92 24 41 960
10 83 470 531
40 91 928 73
33 85 232 769
17 87 404 597
2 6 243 758
62 5 727 274
15 71 404 597
36 96 546 455
22 50 335 666
17 87 968 33
24 7 914 87
66 90 75 926
11 80 915 86
94 32 529 472
17 87 654 347
39 30 108 893
30 28 283 718
42 100 673 328
12 3 15 986
80 41 206 795
49 37 433 568
76 47 863 138
52 36 107 894
16 14 316 685
48 49 812 189
52 36 398 603
44 73 403 598
77 67 232 769
44 73 449 552
94 32 847 154
37 12 557 444
71 9 364 637
12 3 806 195
99 33 189 812
34 97 312 689
43 93 23 978
28 58 626 375
7 18 649 352
82 56 262 739
48 49 819 182
55 76 51 950
38 70 53 948
10 83 901 100
15 71 564 437
29 15 814 187
47 69 903 98
79 4 865 136
11 80 77 924
75 22 965 36
13 59 723 278
50 16 411 590
25 89 153 848
71 9 254 747
97 81 161 840
50 16 69 932
31 8 653 348
74 94 14 987
85 43 813 188
19 39 323 678
42 100 587 414
96 26 706 295
65 25 10 991
34 97 134 867
60 88 43 958
85 43 238 763
74 94 415 586
26 21 738 263
61 74 564 437
11 80 547 454
92 24 707 294
76 47 542 459
28 58 319 682
84 51 863 138
12 3 892 109
60 88 765 236
98 40 484 517
43 93 49 952
25 89 61 940
57 20 459 542
70 34 358 643
48 49 6 995
12 3 263 738
58 2 779 222
15 71 66 935
75 22 392 609
95 82 473 528
69 98 206 795
8 23 304 697
42 100 267 734
58 2 106 895
91 57 277 724
89 78 11 990
46 31 772 229
39 30 886 115
74 94 261 740
10 83 761 240
75 22 946 55
35 92 966 35
77 67 16 985
7 18 514 487
21 19 699 302
67 55 58 943
97 81 565 436
66 90 169 832
41 99 777 224
18 60 711 290
77 67 807 194
46 31 421 580
60 88 512 489
20 64 33 968
8 23 94 907
72 63 926 75
29 15 567 434
97 81 108 893
33 85 763 238
70 34 22 979
84 51 807 194
88 38 873 128
93 84 865 136
37 12 467 534
29 15 880 121
26 21 502 499
85 43 456 545
66 90 426 575
29 15 217 784
49 37 473 528
48 49 670 331
79 4 346 655
92 24 767 234
80 41 308 693
44 73 357 644
41 99 372 629
62 5 122 879
87 86 954 47
70 34 360 641
81 65 474 527
91 57 978 23
24 7 187 814
93 84 443 558
63 48 241 760
50 16 509 492
88 38 641 360
41 99 613 388
96 26 143 858
67 55 538 463
96 26 851 150
53 27 87 914
46 31 931 70
11 80 657 344
28 58 173 828
52 36 430 571
52 36 965 36
68 75 348 653
21 19 274 727
10 83 79 922
73 66 310 691
46 31 76 925
94 32 248 753
23 45 64 937
1 53 111 890
18 60 541 460
65 25 483 518
45 17 886 115
51 10 807 194
78 44 329 672
25 89 434 567
46 31 371 630
55 76 541 460
40 91 727 274
46 31 225 776
70 34 657 344
79 4 654 347
10 83 696 305
44 73 179 822
58 2 402 599
29 15 713 288
4 13 121 880
34 97 540 461
3 61 289 712
74 94 252 749
2 6 556 445
3 61 358 643
58 2 934 67
38 70 487 514
50 16 775 226
79 4 210 791
19 39 980 21
84 51 258 743
30 28 611 390
47 69 1 1000
97 81 633 368
79 4 332 669
50 16 868 133
66 90 952 49
49 37 455 546
39 30 370 631
86 42 110 891
32 11 635 366
10 83 95 906
35 92 897 104
56 52 265 736
24 7 48 953
89 78 890 111
12 3 484 517
18 60 648 353
6 72 712 289
4 13 607 394
95 82 482 519
48 49 493 508
48 49 731 270
46 31 801 200
79 4 142 859
60 88 204 797
49 37 465 536
1 53 250 751
81 65 849 152
10 83 988 13
63 48 766 235
83 29 688 313
43 93 291 710
30 28 344 657
32 11 895 106
6 72 33 968
62 5 740 261
88 38 723 278
5 95 995 6
97 81 325 676
82 56 457 544
22 50 929 72
71 9 270 731
72 63 458 543
74 94 947 54
84 51 106 895
48 49 318 683
58 2 787 214
38 70 364 637
68 75 469 532
92 24 807 194
97 81 830 171
56 52 674 327
60 88 562 439
82 56 771 230
74 94 224 777
24 7 349 652
14 77 930 71
92 24 114 887
37 12 783 218
2 6 642 359
66 90 845 156
8 23 401 600
71 9 458 543
24 7 268 733
56 52 19 982
69 98 956 45
6 72 753 248
59 54 399 602
42 100 402 599
87 86 667 334
92 24 486 515
47 69 548 453
1 53 142 859
70 34 307 694
31 8 718 283
99 33 343 658
72 63 276 725
74 94 20 981
50 16 886 115
51 10 397 604
32 11 195 806
79 4 69 932
82 56 143 858
67 55 3 998
78 44 336 665
55 76 211 790
62 5 917 84
46 31 339 662
11 80 755 246
77 67 916 85
51 10 286 715
27 79 103 898
44 73 748 253
43 93 576 425
11 80 968 33
7 18 821 180
7 18 625 376
15 71 214 787
85 43 593 408
48 49 96 905
19 39 201 800
15 71 498 503
24 7 812 189
32 11 146 855
88 38 192 809
76 47 7 994
81 65 96 905
8 23 534 467
71 9 756 245
91 57 444 557
40 91 755 246
83 29 945 56
50 16 739 262
41 99 17 984
70 34 57 944
59 54 745 256
42 100 575 426
12 3 555 446
34 97 611 390
38 70 921 80
42 100 186 815
14 77 272 729
3 61 622 379
77 67 949 52
3 61 386 615
56 52 577 424
62 5 643 358
99 33 827 174
68 75 463 538
29 15 610 391
91 57 940 61
99 33 839 162
60 88 413 588
23 45 340 661
58 2 328 673
76 47 777 224
43 93 836 165
34 97 354 647
21 19 441 560
27 79 996 5
15 71 82 919
46 31 456 545
69 98 415 586
18 60 420 581
97 81 966 35
24 7 807 194
64 62 125 876
20 64 1000 1
54 68 312 689
53 27 258 743
54 68 181 820
34 97 570 431
15 71 914 87
4 13 253 748
18 60 769 232
82 56 194 807
75 22 541 460
40 91 81 920
2 6 569 432
4 13 392 609
24 7 858 143
95 82 398 603
26 21 375 626
15 71 814 187
9 35 47 954
19 39 394 607
49 37 859 142
40 91 72 929
48 49 280 721
19 39 725 276
49 37 323 678
68 75 347 654
48 49 355 646
53 27 8 993
79 4 55 946
82 56 175 826
18 60 612 389
33 85 927 74
2 6 2 999
84 51 10 991
68 75 809 192
10 83 734 267
43 93 541 460
17 87 400 601
30 28 518 483
54 68 618 383
50 16 326 675
43 93 642 359
2 6 171 830
15 71 82 919
13 59 489 512
36 96 657 344
33 85 877 124
23 45 66 935
13 59 911 90
33 85 298 703
84 51 46 955
90 46 311 690
30 28 233 768
51 10 849 152
43 93 546 455
34 97 370 631
27 79 470 531
22 50 418 583
38 70 613 388
97 81 241 760
20 64 752 249
95 82 37 964
48 49 507 494
73 66 423 578
7 18 641 360
67 55 421 580
6 72 720 281
25 89 183 818
64 62 719 282
9 35 12 989
72 63 167 834
47 69 176 825
77 67 597 404
8 23 69 932
92 24 777 224
54 68 162 839
48 49 992 9
12 3 658 343
50 16 419 582
74 94 377 624
72 63 583 418
75 22 844 157
64 62 820 181
97 81 474 527
52 36 272 729
50 16 962 39
74 94 546 455
29 15 174 827
84 51 82 919
92 24 192 809
98 40 656 345
44 73 418 583
24 7 161 840
2 6 954 47
33 85 655 346
35 92 517 484
17 87 496 505
64 62 893 108
50 16 273 728
53 27 288 713
55 76 834 167
33 85 550 451
1 53 697 304
50 16 863 138
26 21 414 587
8 23 799 202
8 23 273 728
7 18 521 480
98 40 612 389
92 24 729 272
35 92 409 592
78 44 258 743
74 94 997 4
51 10 319 682
21 19 534 467
58 2 42 959
65 25 631 370
78 44 534 467
80 41 621 380
56 52 314 687
55 76 200 801
51 10 630 371
35 92 75 926
66 90 556 445
50 16 268 733
28 58 251 750
13 59 398 603
38 70 439 562
64 62 870 131
34 97 253 748
16 14 162 839
5 95 760 241
51 10 133 868
20 64 280 721
25 89 277 724
25 89 421 580
87 86 89 912
61 74 836 165
78 44 262 739
14 77 816 185
70 34 255 746
11 80 295 706
30 28 841 160
23 45 736 265
20 64 136 865
96 26 901 100
86 42 246 755
79 4 146 855
38 70 421 580
58 2 38 963
39 30 359 642
59 54 569 432
98 40 434 567
73 66 518 483
55 76 114 887
77 67 622 379
76 47 820 181
96 26 320 681
45 17 313 688
86 42 720 281
11 80 718 283
9 35 181 820
41 99 170 831
99 33 834 167
86 42 571 430
95 82 230 771
70 34 557 444
39 30 787 214
37 12 105 896
69 98 169 832
67 55 58 943
74 94 469 532
52 36 207 794
11 80 502 499
74 94 231 770
57 20 21 980
74 94 89 912
46 31 430 571
90 46 579 422
67 55 404 597
19 39 601 400
54 68 368 633
23 45 273 728
22 50 333 668
19 39 115 886
93 84 215 786
40 91 499 502
70 34 843 158
29 15 964 37
62 5 854 147
47 69 255 746
24 7 645 356
81 65 497 504
71 9 319 682
96 26 33 968
89 78 989 12
18 60 516 485
41 99 895 106
82 56 410 591
98 40 6 995
18 60 130 871
88 38 895 106
32 11 54 947
5 95 7 994
73 66 519 482
29 15 509 492
9 35 839 162
72 63 166 835
33 85 166 835
50 16 306 695
44 73 346 655
61 74 387 614
14 77 787 214
16 14 455 546
1 53 48 953
44 73 238 763
95 82 150 851
56 52 957 44
71 9 554 447
